id,key,enabled,bom_type,cylinder_label,agent_type,item_order,brand,code,product,unit,quantity_base,delivery,unit_price
434,RESERVATANK SIZE 147LFM-2001-1,True,RESERVA,TANK SIZE 147L,FM-200,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 147L,c/u.,1.0,147L CARGA,1
435,RESERVATANK SIZE 147LFM-2001-2,True,RESERVA,TANK SIZE 147L,FM-200,2.0,ANSUL,445737,"TANK SIZE 147L, Fill: 163-324 lb.",c/u.,1.0,445737,1
436,RESERVATANK SIZE 147LFM-2001-3,True,RESERVA,TANK SIZE 147L,FM-200,3.0,ANSUL,FM-200-SRL,"FM-200 Agent,",c/u.,2.0,453646,1
437,RESERVATANK SIZE 147LFM-2001-4,True,RESERVA,TANK SIZE 147L,FM-200,4.0,ANSUL,570055,"Gauge, Cylinder Valve FM-200",c/u.,1.0,570055,1
438,RESERVATANK SIZE 147LFM-2001-5,True,RESERVA,TANK SIZE 147L,FM-200,5.0,ANSUL,314205314,Label FM-200 32/106/147/180/343L UL/FM,c/u.,1.0,314205314,1
439,RESERVATANK SIZE 147LFM-2001-6,True,RESERVA,TANK SIZE 147L,FM-200,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
440,RESERVATANK SIZE 147LFM-2001-7,True,RESERVA,TANK SIZE 147L,FM-200,7.0,ANSUL,570278,"Liquid Level Indicator (For 390 & 850 lb. Tanks), 43 in.",c/u.,1.0,570278,1
442,RESERVATANK SIZE 180LFM-2001-1,True,RESERVA,TANK SIZE 180L,FM-200,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 180L,c/u.,1.0,180L CARGA,1
443,RESERVATANK SIZE 180LFM-2001-2,True,RESERVA,TANK SIZE 180L,FM-200,2.0,ANSUL,445738,"TANK SIZE 180L, Fill: 199-396 lb.",c/u.,1.0,445738,1
444,RESERVATANK SIZE 180LFM-2001-3,True,RESERVA,TANK SIZE 180L,FM-200,3.0,ANSUL,FM-200-SRL,"FM-200 Agent,",c/u.,2.0,453646,1
445,RESERVATANK SIZE 180LFM-2001-4,True,RESERVA,TANK SIZE 180L,FM-200,4.0,ANSUL,570055,"Gauge, Cylinder Valve FM-200",c/u.,1.0,570055,1
446,RESERVATANK SIZE 180LFM-2001-5,True,RESERVA,TANK SIZE 180L,FM-200,5.0,ANSUL,314205314,Label FM-200 32/106/147/180/343L UL/FM,c/u.,1.0,314205314,1
447,RESERVATANK SIZE 180LFM-2001-6,True,RESERVA,TANK SIZE 180L,FM-200,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
448,RESERVATANK SIZE 180LFM-2001-7,True,RESERVA,TANK SIZE 180L,FM-200,7.0,ANSUL,570278,"Liquid Level Indicator (For 390 & 850 lb. Tanks), 43 in.",c/u.,1.0,570278,1
450,RESERVATANK SIZE 343LFM-2001-1,True,RESERVA,TANK SIZE 343L,FM-200,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 343L,c/u.,1.0,343L CARGA,1
451,RESERVATANK SIZE 343LFM-2001-2,True,RESERVA,TANK SIZE 343L,FM-200,2.0,ANSUL,445739,"TANK SIZE 343L, Fill: 379-756 lb.",c/u.,1.0,445739,1
452,RESERVATANK SIZE 343LFM-2001-3,True,RESERVA,TANK SIZE 343L,FM-200,3.0,ANSUL,FM-200-SRL,"FM-200 Agent,",c/u.,2.0,453646,1
453,RESERVATANK SIZE 343LFM-2001-4,True,RESERVA,TANK SIZE 343L,FM-200,4.0,ANSUL,570055,"Gauge, Cylinder Valve FM-200",c/u.,1.0,570055,1
454,RESERVATANK SIZE 343LFM-2001-5,True,RESERVA,TANK SIZE 343L,FM-200,5.0,ANSUL,314205314,Label FM-200 32/106/147/180/343L UL/FM,c/u.,1.0,314205314,1
455,RESERVATANK SIZE 343LFM-2001-6,True,RESERVA,TANK SIZE 343L,FM-200,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
456,RESERVATANK SIZE 343LFM-2001-7,True,RESERVA,TANK SIZE 343L,FM-200,7.0,ANSUL,570278,"Liquid Level Indicator (For 390 & 850 lb. Tanks), 43 in.",c/u.,1.0,570278,1
458,RESERVATANK SIZE 8LFK-5-1-121-1,True,RESERVA,TANK SIZE 8L,FK-5-1-12,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 8L,c/u.,1.0,8L CARGA,1
459,RESERVATANK SIZE 8LFK-5-1-121-2,True,RESERVA,TANK SIZE 8L,FK-5-1-12,2.0,ANSUL,445732,"TANK SIZE 8L, Fill: 9-21 lb.",c/u.,1.0,445732,1
460,RESERVATANK SIZE 8LFK-5-1-121-3,True,RESERVA,TANK SIZE 8L,FK-5-1-12,3.0,ANSUL,FK-5-1-12,FK-5-1-12  FLUID FACTORY FILL PER L,c/u.,2.0,FK-5-1-12,1
461,RESERVATANK SIZE 8LFK-5-1-121-4,True,RESERVA,TANK SIZE 8L,FK-5-1-12,4.0,ANSUL,302207021,"Pressure Gauge, FK-5-1-12",c/u.,1.0,302207021,1
462,RESERVATANK SIZE 8LFK-5-1-121-5,True,RESERVA,TANK SIZE 8L,FK-5-1-12,5.0,ANSUL,314207207,SAPPHIRE Label 8/16/52L UL/FM,c/u.,1.0,314207207,1
463,RESERVATANK SIZE 8LFK-5-1-121-6,True,RESERVA,TANK SIZE 8L,FK-5-1-12,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
465,RESERVATANK SIZE 16LFK-5-1-121-1,True,RESERVA,TANK SIZE 16L,FK-5-1-12,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 16L,c/u.,1.0,16L CARGA,1
466,RESERVATANK SIZE 16LFK-5-1-121-2,True,RESERVA,TANK SIZE 16L,FK-5-1-12,2.0,ANSUL,445733,"TANK SIZE 16L, Fill: 18 - 42 lbs.",c/u.,1.0,445733,1
467,RESERVATANK SIZE 16LFK-5-1-121-3,True,RESERVA,TANK SIZE 16L,FK-5-1-12,3.0,ANSUL,FK-5-1-12,FK-5-1-12  FLUID FACTORY FILL PER L,c/u.,2.0,FK-5-1-12,1
468,RESERVATANK SIZE 16LFK-5-1-121-4,True,RESERVA,TANK SIZE 16L,FK-5-1-12,4.0,ANSUL,302207021,"Pressure Gauge, FK-5-1-12",c/u.,1.0,302207021,1
469,RESERVATANK SIZE 16LFK-5-1-121-5,True,RESERVA,TANK SIZE 16L,FK-5-1-12,5.0,ANSUL,314207207,SAPPHIRE Label 8/16/52L UL/FM,c/u.,1.0,314207207,1
470,RESERVATANK SIZE 16LFK-5-1-121-6,True,RESERVA,TANK SIZE 16L,FK-5-1-12,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
472,RESERVATANK SIZE 32LFK-5-1-121-1,True,RESERVA,TANK SIZE 32L,FK-5-1-12,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 32L,c/u.,1.0,32L CARGA,1
473,RESERVATANK SIZE 32LFK-5-1-121-2,True,RESERVA,TANK SIZE 32L,FK-5-1-12,2.0,ANSUL,445734,"TANK SIZE 32L, Fill: 36 - 84 lbs.",c/u.,1.0,445734,1
474,RESERVATANK SIZE 32LFK-5-1-121-3,True,RESERVA,TANK SIZE 32L,FK-5-1-12,3.0,ANSUL,FK-5-1-12,FK-5-1-12  FLUID FACTORY FILL PER L,c/u.,2.0,FK-5-1-12,1
475,RESERVATANK SIZE 32LFK-5-1-121-4,True,RESERVA,TANK SIZE 32L,FK-5-1-12,4.0,ANSUL,302207021,"Pressure Gauge, FK-5-1-12",c/u.,1.0,302207021,1
476,RESERVATANK SIZE 32LFK-5-1-121-5,True,RESERVA,TANK SIZE 32L,FK-5-1-12,5.0,ANSUL,314207329,SAPPHIRE Label 32/106 a 343L UL/FM,c/u.,1.0,314207329,1
477,RESERVATANK SIZE 32LFK-5-1-121-6,True,RESERVA,TANK SIZE 32L,FK-5-1-12,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
479,RESERVATANK SIZE 52LFK-5-1-121-1,True,RESERVA,TANK SIZE 52L,FK-5-1-12,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 52L,c/u.,1.0,52L CARGA,1
480,RESERVATANK SIZE 52LFK-5-1-121-2,True,RESERVA,TANK SIZE 52L,FK-5-1-12,2.0,ANSUL,445735,"TANK SIZE 52L, Fill: 58-137 lb.",c/u.,1.0,445735,1
481,RESERVATANK SIZE 52LFK-5-1-121-3,True,RESERVA,TANK SIZE 52L,FK-5-1-12,3.0,ANSUL,FK-5-1-12,FK-5-1-12  FLUID FACTORY FILL PER L,c/u.,2.0,FK-5-1-12,1
482,RESERVATANK SIZE 52LFK-5-1-121-4,True,RESERVA,TANK SIZE 52L,FK-5-1-12,4.0,ANSUL,302207021,"Pressure Gauge, FK-5-1-12",c/u.,1.0,302207021,1
483,RESERVATANK SIZE 52LFK-5-1-121-5,True,RESERVA,TANK SIZE 52L,FK-5-1-12,5.0,ANSUL,314207207,SAPPHIRE Label 8/16/52L UL/FM,c/u.,1.0,314207207,1
484,RESERVATANK SIZE 52LFK-5-1-121-6,True,RESERVA,TANK SIZE 52L,FK-5-1-12,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
486,RESERVATANK SIZE 106LFK-5-1-121-1,True,RESERVA,TANK SIZE 106L,FK-5-1-12,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 106L,c/u.,1.0,106L CARGA,1
487,RESERVATANK SIZE 106LFK-5-1-121-2,True,RESERVA,TANK SIZE 106L,FK-5-1-12,2.0,ANSUL,445736,"TANK SIZE 106L, Fill: 117-280 lb.",c/u.,1.0,445736,1
488,RESERVATANK SIZE 106LFK-5-1-121-3,True,RESERVA,TANK SIZE 106L,FK-5-1-12,3.0,ANSUL,FK-5-1-12,FK-5-1-12  FLUID FACTORY FILL PER L,c/u.,2.0,FK-5-1-12,1
489,RESERVATANK SIZE 106LFK-5-1-121-4,True,RESERVA,TANK SIZE 106L,FK-5-1-12,4.0,ANSUL,302207021,"Pressure Gauge, FK-5-1-12",c/u.,1.0,302207021,1
490,RESERVATANK SIZE 106LFK-5-1-121-5,True,RESERVA,TANK SIZE 106L,FK-5-1-12,5.0,ANSUL,314207329,SAPPHIRE Label 32/106 a 343L UL/FM,c/u.,1.0,314207329,1
491,RESERVATANK SIZE 106LFK-5-1-121-6,True,RESERVA,TANK SIZE 106L,FK-5-1-12,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
492,RESERVATANK SIZE 106LFK-5-1-121-7,True,RESERVA,TANK SIZE 106L,FK-5-1-12,7.0,ANSUL,570277,"Liquid Level Indicator (For 280 lb. Tank), 32 in.",c/u.,1.0,570277,1
494,RESERVATANK SIZE 147LFK-5-1-121-1,True,RESERVA,TANK SIZE 147L,FK-5-1-12,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 147L,c/u.,1.0,147L CARGA,1
495,RESERVATANK SIZE 147LFK-5-1-121-2,True,RESERVA,TANK SIZE 147L,FK-5-1-12,2.0,ANSUL,445737,"TANK SIZE 147L, Fill: 163-388 lb.",c/u.,1.0,445737,1
496,RESERVATANK SIZE 147LFK-5-1-121-3,True,RESERVA,TANK SIZE 147L,FK-5-1-12,3.0,ANSUL,FK-5-1-12,FK-5-1-12  FLUID FACTORY FILL PER L,c/u.,2.0,FK-5-1-12,1
497,RESERVATANK SIZE 147LFK-5-1-121-4,True,RESERVA,TANK SIZE 147L,FK-5-1-12,4.0,ANSUL,302207021,"Pressure Gauge, FK-5-1-12",c/u.,1.0,302207021,1
498,RESERVATANK SIZE 147LFK-5-1-121-5,True,RESERVA,TANK SIZE 147L,FK-5-1-12,5.0,ANSUL,314207329,SAPPHIRE Label 32/106 a 343L UL/FM,c/u.,1.0,314207329,1
499,RESERVATANK SIZE 147LFK-5-1-121-6,True,RESERVA,TANK SIZE 147L,FK-5-1-12,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
500,RESERVATANK SIZE 147LFK-5-1-121-7,True,RESERVA,TANK SIZE 147L,FK-5-1-12,7.0,ANSUL,570278,"Liquid Level Indicator (For 390 & 850 lb. Tanks), 43 in.",c/u.,1.0,570278,1
502,RESERVATANK SIZE 180LFK-5-1-121-1,True,RESERVA,TANK SIZE 180L,FK-5-1-12,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 180L,c/u.,1.0,180L CARGA,1
503,RESERVATANK SIZE 180LFK-5-1-121-2,True,RESERVA,TANK SIZE 180L,FK-5-1-12,2.0,ANSUL,445738,"TANK SIZE 180L, Fill: 199-459 lb.",c/u.,1.0,445738,1
504,RESERVATANK SIZE 180LFK-5-1-121-3,True,RESERVA,TANK SIZE 180L,FK-5-1-12,3.0,ANSUL,FK-5-1-12,FK-5-1-12  FLUID FACTORY FILL PER L,c/u.,2.0,FK-5-1-12,1
505,RESERVATANK SIZE 180LFK-5-1-121-4,True,RESERVA,TANK SIZE 180L,FK-5-1-12,4.0,ANSUL,302207021,"Pressure Gauge, FK-5-1-12",c/u.,1.0,302207021,1
506,RESERVATANK SIZE 180LFK-5-1-121-5,True,RESERVA,TANK SIZE 180L,FK-5-1-12,5.0,ANSUL,314207329,SAPPHIRE Label 32/106 a 343L UL/FM,c/u.,1.0,314207329,1
507,RESERVATANK SIZE 180LFK-5-1-121-6,True,RESERVA,TANK SIZE 180L,FK-5-1-12,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
508,RESERVATANK SIZE 180LFK-5-1-121-7,True,RESERVA,TANK SIZE 180L,FK-5-1-12,7.0,ANSUL,570589,"Liquid Level Indicator (For 450 lb. Tank), 55 in.",c/u.,1.0,570589,1
510,RESERVATANK SIZE 343LFK-5-1-121-1,True,RESERVA,TANK SIZE 343L,FK-5-1-12,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 343L,c/u.,1.0,343L CARGA,1
511,RESERVATANK SIZE 343LFK-5-1-121-2,True,RESERVA,TANK SIZE 343L,FK-5-1-12,2.0,ANSUL,445739,"TANK SIZE 343L, Fill: 379-851 lb.",c/u.,1.0,445739,1
512,RESERVATANK SIZE 343LFK-5-1-121-3,True,RESERVA,TANK SIZE 343L,FK-5-1-12,3.0,ANSUL,FK-5-1-12,FK-5-1-12  FLUID FACTORY FILL PER L,c/u.,2.0,FK-5-1-12,1
513,RESERVATANK SIZE 343LFK-5-1-121-4,True,RESERVA,TANK SIZE 343L,FK-5-1-12,4.0,ANSUL,302207021,"Pressure Gauge, FK-5-1-12",c/u.,1.0,302207021,1
514,RESERVATANK SIZE 343LFK-5-1-121-5,True,RESERVA,TANK SIZE 343L,FK-5-1-12,5.0,ANSUL,314207329,SAPPHIRE Label 32/106 a 343L UL/FM,c/u.,1.0,314207329,1
515,RESERVATANK SIZE 343LFK-5-1-121-6,True,RESERVA,TANK SIZE 343L,FK-5-1-12,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
516,RESERVATANK SIZE 343LFK-5-1-121-7,True,RESERVA,TANK SIZE 343L,FK-5-1-12,7.0,ANSUL,570278,"Liquid Level Indicator (For 390 & 850 lb. Tanks), 43 in.",c/u.,1.0,570278,1
519,MAIN RESERVETANK SIZE 8LFM-2001-1,True,MAIN RESERVE,TANK SIZE 8L,FM-200,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 8L,c/u.,1.0,8L CARGA,1
520,MAIN RESERVETANK SIZE 8LFM-2001-2,True,MAIN RESERVE,TANK SIZE 8L,FM-200,2.0,ANSUL,445732,"TANK SIZE 8L, Fill: 9-17 lb.",c/u.,1.0,445732,1
521,MAIN RESERVETANK SIZE 8LFM-2001-3,True,MAIN RESERVE,TANK SIZE 8L,FM-200,3.0,ANSUL,FM-200-SRL,"FM-200 Agent,",c/u.,2.0,453646,1
522,MAIN RESERVETANK SIZE 8LFM-2001-4,True,MAIN RESERVE,TANK SIZE 8L,FM-200,4.0,ANSUL,570055,"Gauge, Cylinder Valve FM-200",c/u.,1.0,570055,1
523,MAIN RESERVETANK SIZE 8LFM-2001-5,True,MAIN RESERVE,TANK SIZE 8L,FM-200,5.0,ANSUL,314205321,Label FM-200 8/16/52L UL/FM,c/u.,1.0,314205321,1
524,MAIN RESERVETANK SIZE 8LFM-2001-6,True,MAIN RESERVE,TANK SIZE 8L,FM-200,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
525,MAIN RESERVETANK SIZE 8LFM-2001-7,True,MAIN RESERVE,TANK SIZE 8L,FM-200,7.0,ANSUL,304205030,Electric Actuator Shipping Assembly,c/u.,1.0,304205030,1
526,MAIN RESERVETANK SIZE 8LFM-2001-8,True,MAIN RESERVE,TANK SIZE 8L,FM-200,8.0,ANSUL,A1638150HY,Local Manual Actuator,c/u.,1.0,A1638150HY,1
527,MAIN RESERVETANK SIZE 8LFM-2001-9,True,MAIN RESERVE,TANK SIZE 8L,FM-200,9.0,ANSUL,570085-R2,"Tank Bracket Assembly (Fits 20, 50 & 90 lb. Tanks)",c/u.,1.0,570085-R2,1
528,MAIN RESERVETANK SIZE 8LFM-2001-10,True,MAIN RESERVE,TANK SIZE 8L,FM-200,10.0,ANSUL,76496,"switch main reserve, surface mount",c/u.,1.0,76496,1
529,MAIN RESERVETANK SIZE 8LFM-2001-11,True,MAIN RESERVE,TANK SIZE 8L,FM-200,11.0,ANSUL,570566,"Manifold Check Valve, 1 in.",c/u.,2.0,570566,1
530,MAIN RESERVETANK SIZE 8LFM-2001-12,True,MAIN RESERVE,TANK SIZE 8L,FM-200,12.0,ANSUL,570539-R2,"Flexible Discharge Hose, 1 in.",c/u.,2.0,570539-R2,1
531,MAIN RESERVETANK SIZE 8LFM-2001-13,True,MAIN RESERVE,TANK SIZE 8L,FM-200,13.0,,,,,,,1
532,MAIN RESERVETANK SIZE 8LFM-2001-14,True,MAIN RESERVE,TANK SIZE 8L,FM-200,14.0,ANSUL,570550,Pneumatic Actuator,c/u.,0.0,570550,1
533,MAIN RESERVETANK SIZE 8LFM-2001-15,True,MAIN RESERVE,TANK SIZE 8L,FM-200,15.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,0.0,32338,1
534,MAIN RESERVETANK SIZE 8LFM-2001-16,True,MAIN RESERVE,TANK SIZE 8L,FM-200,16.0,ANSUL,31810,"Male Elbow, 7/16-20 x 1/4 in. NPT",c/u.,0.0,31810,1
535,MAIN RESERVETANK SIZE 8LFM-2001-17,True,MAIN RESERVE,TANK SIZE 8L,FM-200,17.0,ANSUL,32336,"Actuation Hose, Swivel, Stainless Braided, 24 in., 1/4 in. Female",c/u.,0.0,32336,1
536,MAIN RESERVETANK SIZE 8LFM-2001-18,True,MAIN RESERVE,TANK SIZE 8L,FM-200,18.0,ANSUL,31811,"Male Tee, 7/16 - 20 x 1/4 in. NPT",c/u.,0.0,31811,1
538,MAIN RESERVETANK SIZE 16LFM-2001-1,True,MAIN RESERVE,TANK SIZE 16L,FM-200,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 16L,c/u.,1.0,16L CARGA,1
539,MAIN RESERVETANK SIZE 16LFM-2001-2,True,MAIN RESERVE,TANK SIZE 16L,FM-200,2.0,ANSUL,445733,"TANK SIZE 16L, Fill: 18-35 lb.",c/u.,1.0,445733,1
540,MAIN RESERVETANK SIZE 16LFM-2001-3,True,MAIN RESERVE,TANK SIZE 16L,FM-200,3.0,ANSUL,FM-200-SRL,"FM-200 Agent,",c/u.,2.0,453646,1
541,MAIN RESERVETANK SIZE 16LFM-2001-4,True,MAIN RESERVE,TANK SIZE 16L,FM-200,4.0,ANSUL,570055,"Gauge, Cylinder Valve FM-200",c/u.,1.0,570055,1
542,MAIN RESERVETANK SIZE 16LFM-2001-5,True,MAIN RESERVE,TANK SIZE 16L,FM-200,5.0,ANSUL,314205321,Label FM-200 8/16/52L UL/FM,c/u.,1.0,314205321,1
543,MAIN RESERVETANK SIZE 16LFM-2001-6,True,MAIN RESERVE,TANK SIZE 16L,FM-200,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
544,MAIN RESERVETANK SIZE 16LFM-2001-7,True,MAIN RESERVE,TANK SIZE 16L,FM-200,7.0,ANSUL,304205030,Electric Actuator Shipping Assembly,c/u.,1.0,304205030,1
545,MAIN RESERVETANK SIZE 16LFM-2001-8,True,MAIN RESERVE,TANK SIZE 16L,FM-200,8.0,ANSUL,A1638150HY,Local Manual Actuator,c/u.,1.0,A1638150HY,1
546,MAIN RESERVETANK SIZE 16LFM-2001-9,True,MAIN RESERVE,TANK SIZE 16L,FM-200,9.0,ANSUL,570085-R2,"Tank Bracket Assembly (Fits 20, 50 & 90 lb. Tanks)",c/u.,2.0,570085-R2,1
547,MAIN RESERVETANK SIZE 16LFM-2001-10,True,MAIN RESERVE,TANK SIZE 16L,FM-200,10.0,ANSUL,76496,"switch main reserve, surface mount",c/u.,1.0,76496,1
548,MAIN RESERVETANK SIZE 16LFM-2001-11,True,MAIN RESERVE,TANK SIZE 16L,FM-200,11.0,ANSUL,570566,"Manifold Check Valve, 1 in.",c/u.,2.0,570566,1
549,MAIN RESERVETANK SIZE 16LFM-2001-12,True,MAIN RESERVE,TANK SIZE 16L,FM-200,12.0,ANSUL,570539-R2,"Flexible Discharge Hose, 1 in.",c/u.,2.0,570539-R2,1
550,MAIN RESERVETANK SIZE 16LFM-2001-13,True,MAIN RESERVE,TANK SIZE 16L,FM-200,13.0,,,,,,,1
551,MAIN RESERVETANK SIZE 16LFM-2001-14,True,MAIN RESERVE,TANK SIZE 16L,FM-200,14.0,ANSUL,570550,Pneumatic Actuator,c/u.,0.0,570550,1
552,MAIN RESERVETANK SIZE 16LFM-2001-15,True,MAIN RESERVE,TANK SIZE 16L,FM-200,15.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,0.0,32338,1
553,MAIN RESERVETANK SIZE 16LFM-2001-16,True,MAIN RESERVE,TANK SIZE 16L,FM-200,16.0,ANSUL,31810,"Male Elbow, 7/16-20 x 1/4 in. NPT",c/u.,0.0,31810,1
554,MAIN RESERVETANK SIZE 16LFM-2001-17,True,MAIN RESERVE,TANK SIZE 16L,FM-200,17.0,ANSUL,32336,"Actuation Hose, Swivel, Stainless Braided, 24 in., 1/4 in. Female",c/u.,0.0,32336,1
555,MAIN RESERVETANK SIZE 16LFM-2001-18,True,MAIN RESERVE,TANK SIZE 16L,FM-200,18.0,ANSUL,31811,"Male Tee, 7/16 - 20 x 1/4 in. NPT",c/u.,0.0,31811,1
557,MAIN RESERVETANK SIZE 32LFM-2001-1,True,MAIN RESERVE,TANK SIZE 32L,FM-200,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 32L,c/u.,1.0,32L CARGA,1
558,MAIN RESERVETANK SIZE 32LFM-2001-2,True,MAIN RESERVE,TANK SIZE 32L,FM-200,2.0,ANSUL,445734,"TANK SIZE 32L, Fill: 36-70 lb.",c/u.,1.0,445734,1
559,MAIN RESERVETANK SIZE 32LFM-2001-3,True,MAIN RESERVE,TANK SIZE 32L,FM-200,3.0,ANSUL,FM-200-SRL,"FM-200 Agent,",c/u.,2.0,453646,1
560,MAIN RESERVETANK SIZE 32LFM-2001-4,True,MAIN RESERVE,TANK SIZE 32L,FM-200,4.0,ANSUL,570055,"Gauge, Cylinder Valve FM-200",c/u.,1.0,570055,1
561,MAIN RESERVETANK SIZE 32LFM-2001-5,True,MAIN RESERVE,TANK SIZE 32L,FM-200,5.0,ANSUL,314205314,Label FM-200 32/106/147/180/343L UL/FM,c/u.,1.0,314205314,1
562,MAIN RESERVETANK SIZE 32LFM-2001-6,True,MAIN RESERVE,TANK SIZE 32L,FM-200,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
563,MAIN RESERVETANK SIZE 32LFM-2001-7,True,MAIN RESERVE,TANK SIZE 32L,FM-200,7.0,ANSUL,304205030,Electric Actuator Shipping Assembly,c/u.,1.0,304205030,1
564,MAIN RESERVETANK SIZE 32LFM-2001-8,True,MAIN RESERVE,TANK SIZE 32L,FM-200,8.0,ANSUL,A1638150HY,Local Manual Actuator,c/u.,1.0,A1638150HY,1
565,MAIN RESERVETANK SIZE 32LFM-2001-9,True,MAIN RESERVE,TANK SIZE 32L,FM-200,9.0,ANSUL,570085-R2,"Tank Bracket Assembly (Fits 20, 50 & 90 lb. Tanks)",c/u.,2.0,570085-R2,1
566,MAIN RESERVETANK SIZE 32LFM-2001-10,True,MAIN RESERVE,TANK SIZE 32L,FM-200,10.0,ANSUL,76496,"switch main reserve, surface mount",c/u.,1.0,76496,1
567,MAIN RESERVETANK SIZE 32LFM-2001-11,True,MAIN RESERVE,TANK SIZE 32L,FM-200,11.0,ANSUL,570566,"Manifold Check Valve, 1 in.",c/u.,2.0,570566,1
568,MAIN RESERVETANK SIZE 32LFM-2001-12,True,MAIN RESERVE,TANK SIZE 32L,FM-200,12.0,ANSUL,570539-R2,"Flexible Discharge Hose, 1 in.",c/u.,2.0,570539-R2,1
569,MAIN RESERVETANK SIZE 32LFM-2001-13,True,MAIN RESERVE,TANK SIZE 32L,FM-200,13.0,,,,,,,1
570,MAIN RESERVETANK SIZE 32LFM-2001-14,True,MAIN RESERVE,TANK SIZE 32L,FM-200,14.0,ANSUL,570550,Pneumatic Actuator,c/u.,0.0,570550,1
571,MAIN RESERVETANK SIZE 32LFM-2001-15,True,MAIN RESERVE,TANK SIZE 32L,FM-200,15.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,0.0,32338,1
572,MAIN RESERVETANK SIZE 32LFM-2001-16,True,MAIN RESERVE,TANK SIZE 32L,FM-200,16.0,ANSUL,31810,"Male Elbow, 7/16-20 x 1/4 in. NPT",c/u.,0.0,31810,1
573,MAIN RESERVETANK SIZE 32LFM-2001-17,True,MAIN RESERVE,TANK SIZE 32L,FM-200,17.0,ANSUL,32336,"Actuation Hose, Swivel, Stainless Braided, 24 in., 1/4 in. Female",c/u.,0.0,32336,1
574,MAIN RESERVETANK SIZE 32LFM-2001-18,True,MAIN RESERVE,TANK SIZE 32L,FM-200,18.0,ANSUL,31811,"Male Tee, 7/16 - 20 x 1/4 in. NPT",c/u.,0.0,31811,1
576,MAIN RESERVETANK SIZE 52LFM-2001-1,True,MAIN RESERVE,TANK SIZE 52L,FM-200,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 52L,c/u.,1.0,52L CARGA,1
577,MAIN RESERVETANK SIZE 52LFM-2001-2,True,MAIN RESERVE,TANK SIZE 52L,FM-200,2.0,ANSUL,445735,"TANK SIZE 52L, Fill: 58-114 lb.",c/u.,1.0,445735,1
578,MAIN RESERVETANK SIZE 52LFM-2001-3,True,MAIN RESERVE,TANK SIZE 52L,FM-200,3.0,ANSUL,FM-200-SRL,"FM-200 Agent,",c/u.,2.0,453646,1
579,MAIN RESERVETANK SIZE 52LFM-2001-4,True,MAIN RESERVE,TANK SIZE 52L,FM-200,4.0,ANSUL,570055,"Gauge, Cylinder Valve FM-200",c/u.,1.0,570055,1
